PRCDDA,Province,Dissemination area (DA) Population,Residential instability Quintiles,Residential instability Scores,Economic dependency Quintiles,Economic dependency Scores,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Situational vulnerability Quintiles,Situational vulnerability Scores
35060002,Ontario,684,1,-0.977,1,-0.979,1,-0.829,2,-0.658
35060003,Ontario,888,1,-0.997,2,-0.396,3,-0.428,3,-0.329
35060005,Ontario,850,1,-0.838,4,0.343,2,-0.562,2,-0.585
35060006,Ontario,1198,2,-0.612,3,-0.100,1,-0.862,2,-0.402
35060007,Ontario,848,1,-0.935,2,-0.733,2,-0.762,2,-0.672
35060010,Ontario,310,2,-0.650,1,-1.468,1,-0.875,2,-0.630
35060011,Ontario,587,1,-0.933,1,-1.072,2,-0.682,2,-0.618
35060012,Ontario,614,1,-0.806,1,-1.584,2,-0.714,1,-0.725
35060014,Ontario,649,4,0.098,4,0.219,2,-0.573,2,-0.494
35060015,Ontario,533,2,-0.653,2,-0.374,1,-0.808,2,-0.685
35060016,Ontario,335,3,-0.282,3,-0.076,2,-0.745,1,-0.949
35060017,Ontario,483,2,-0.747,5,0.767,2,-0.599,3,-0.288
35060018,Ontario,375,1,-1.089,3,-0.168,1,-0.782,2,-0.507
35060019,Ontario,553,1,-0.948,2,-0.478,3,-0.293,2,-0.497
35060020,Ontario,420,2,-0.574,3,-0.077,3,-0.465,2,-0.681
35060021,Ontario,548,1,-0.846,2,-0.730,2,-0.698,2,-0.585
35060022,Ontario,591,1,-0.983,2,-0.372,3,-0.268,1,-0.760
35060023,Ontario,506,2,-0.695,1,-0.942,2,-0.739,3,-0.125
35060024,Ontario,267,1,-0.818,4,0.156,3,-0.234,2,-0.440
35060025,Ontario,916,1,-1.054,1,-1.259,3,-0.318,1,-1.005
35060026,Ontario,268,1,-1.267,2,-0.519,3,-0.348,1,-1.216
35060027,Ontario,787,2,-0.775,1,-1.036,2,-0.612,1,-0.874
35060028,Ontario,344,1,-0.961,3,-0.236,3,-0.413,2,-0.652
35060029,Ontario,1573,2,-0.706,1,-0.912,3,-0.383,1,-0.849
35060030,Ontario,298,3,-0.435,1,-1.870,2,-0.740,1,-1.068
35060031,Ontario,697,1,-0.931,2,-0.421,2,-0.573,1,-0.923
35060032,Ontario,772,4,-0.036,1,-0.912,3,-0.394,2,-0.471
35060033,Ontario,395,1,-1.213,3,-0.212,4,0.188,1,-0.917
35060034,Ontario,484,1,-0.944,1,-0.798,4,-0.054,2,-0.442
35060035,Ontario,404,1,-0.960,3,-0.204,2,-0.711,1,-0.765
35060036,Ontario,514,2,-0.707,2,-0.509,3,-0.246,3,-0.314
35060037,Ontario,489,1,-1.266,3,-0.150,3,-0.501,1,-0.986
35060038,Ontario,397,1,-1.130,1,-0.829,1,-0.827,1,-0.969
35060039,Ontario,743,3,-0.480,1,-1.456,3,-0.182,2,-0.661
35060043,Ontario,874,1,-0.935,3,-0.242,3,-0.217,1,-0.891
35060044,Ontario,393,1,-1.105,1,-0.842,3,-0.249,1,-1.111
35060045,Ontario,521,2,-0.566,3,0.021,3,-0.462,4,0.041
35060047,Ontario,266,1,-1.310,1,-1.326,4,-0.009,2,-0.394
35060048,Ontario,283,2,-0.600,3,-0.055,1,-0.870,3,-0.253
35060049,Ontario,476,2,-0.747,1,-1.002,2,-0.619,2,-0.441
35060050,Ontario,265,3,-0.194,2,-0.522,3,-0.367,3,-0.317
35060051,Ontario,711,2,-0.640,3,-0.073,4,-0.111,3,-0.069
35060052,Ontario,687,5,2.193,5,2.685,3,-0.530,4,0.123
35060053,Ontario,732,1,-0.873,3,-0.049,2,-0.588,2,-0.662
35060054,Ontario,618,1,-0.913,3,0.051,3,-0.409,3,-0.051
35060055,Ontario,368,1,-0.980,5,1.369,2,-0.730,3,-0.217
35060056,Ontario,317,1,-1.274,5,0.866,1,-0.919,1,-0.790
35060057,Ontario,595,1,-0.806,1,-0.770,1,-0.779,2,-0.521
35060058,Ontario,333,1,-1.097,4,0.465,1,-0.780,1,-0.762
35060059,Ontario,487,1,-0.828,4,0.608,2,-0.712,3,-0.329
35060061,Ontario,478,1,-1.095,1,-1.584,1,-0.780,1,-0.771
35060062,Ontario,578,3,-0.477,1,-0.975,3,-0.374,2,-0.603
35060064,Ontario,426,4,0.124,1,-1.657,1,-0.991,2,-0.586
35060065,Ontario,353,2,-0.658,1,-1.042,3,-0.460,3,-0.226
35060066,Ontario,367,2,-0.682,3,-0.124,4,-0.041,3,-0.031
35060067,Ontario,264,1,-0.936,2,-0.762,2,-0.734,2,-0.451
35060069,Ontario,628,1,-0.908,1,-0.837,3,-0.464,1,-0.810
35060070,Ontario,610,1,-1.077,3,-0.044,3,-0.553,2,-0.522
35060071,Ontario,734,3,-0.455,2,-0.577,4,-0.092,3,-0.088
35060072,Ontario,317,1,-1.025,1,-1.220,4,0.093,1,-0.791
35060073,Ontario,367,1,-0.993,4,0.604,3,-0.379,2,-0.474
35060074,Ontario,423,1,-0.835,2,-0.435,3,-0.485,3,-0.161
35060075,Ontario,708,3,-0.417,2,-0.349,3,-0.193,3,-0.182
35060076,Ontario,356,3,-0.131,1,-0.908,3,-0.146,4,0.211
35060078,Ontario,426,1,-0.860,4,0.341,3,-0.376,3,-0.327
35060079,Ontario,520,5,1.580,1,-1.015,4,0.466,4,0.053
35060080,Ontario,433,2,-0.684,1,-1.052,2,-0.605,2,-0.543
35060081,Ontario,497,4,0.472,3,-0.206,4,0.081,1,-0.863
35060082,Ontario,483,4,0.194,3,0.032,2,-0.707,1,-0.998
35060083,Ontario,984,4,0.049,2,-0.399,4,0.374,1,-0.747
35060089,Ontario,452,4,-0.037,4,0.196,1,-0.848,2,-0.492
35060090,Ontario,509,2,-0.679,1,-0.828,3,-0.321,2,-0.508
35060091,Ontario,393,1,-1.256,1,-1.419,1,-0.934,1,-1.021
35060092,Ontario,630,1,-1.134,4,0.238,4,0.119,2,-0.588
35060093,Ontario,409,1,-1.231,1,-0.794,2,-0.706,1,-1.017
35060094,Ontario,528,1,-0.844,3,-0.055,3,-0.389,1,-0.975
35060095,Ontario,648,1,-1.157,2,-0.571,2,-0.664,1,-0.957
35060096,Ontario,773,1,-0.838,3,-0.101,3,-0.510,1,-0.707
35060097,Ontario,1488,4,0.383,1,-0.888,4,0.751,3,-0.323
35060098,Ontario,330,1,-1.416,3,-0.290,3,-0.448,1,-0.929
35060099,Ontario,438,1,-1.026,1,-0.972,2,-0.717,1,-0.940
35060100,Ontario,330,1,-0.916,3,-0.179,3,-0.389,3,-0.169
35060101,Ontario,372,1,-1.273,3,-0.117,2,-0.718,1,-0.933
35060102,Ontario,615,3,-0.312,1,-0.914,3,-0.385,1,-0.740
35060103,Ontario,369,1,-1.367,5,0.841,4,-0.011,1,-0.816
35060104,Ontario,651,2,-0.714,2,-0.680,3,-0.252,3,-0.200
35060105,Ontario,784,2,-0.523,3,-0.102,3,-0.543,2,-0.578
35060106,Ontario,472,4,-0.099,1,-1.268,4,0.022,2,-0.615
35060107,Ontario,1211,4,0.023,3,0.006,3,-0.298,2,-0.371
35060108,Ontario,479,3,-0.343,3,0.042,2,-0.600,3,-0.061
35060109,Ontario,606,2,-0.656,4,0.473,3,-0.381,2,-0.375
35060110,Ontario,534,1,-0.863,3,-0.011,3,-0.490,1,-0.775
35060111,Ontario,795,1,-0.822,3,-0.197,2,-0.563,2,-0.623
35060112,Ontario,1479,2,-0.664,3,0.075,3,-0.470,2,-0.551
35060116,Ontario,343,4,0.391,1,-1.247,3,-0.234,3,-0.140
35060117,Ontario,437,2,-0.574,5,0.892,3,-0.198,2,-0.413
35060118,Ontario,454,5,1.102,2,-0.452,4,0.016,3,-0.330
35060119,Ontario,1153,4,0.558,2,-0.380,3,-0.287,1,-1.048
35060120,Ontario,447,3,-0.408,2,-0.764,4,0.039,2,-0.392
35060121,Ontario,735,1,-0.950,4,0.141,2,-0.702,3,-0.284
35060122,Ontario,544,2,-0.577,2,-0.476,1,-0.804,1,-0.859
35060123,Ontario,364,5,1.700,5,1.169,1,-0.827,1,-0.694
35060124,Ontario,326,1,-1.041,5,0.703,2,-0.580,1,-0.883
35060125,Ontario,411,2,-0.739,5,1.429,3,-0.325,4,0.072
35060126,Ontario,1240,4,0.323,4,0.291,3,-0.263,4,0.363
35060127,Ontario,636,1,-0.818,2,-0.562,3,-0.549,2,-0.513
35060128,Ontario,341,3,-0.312,3,-0.266,4,-0.138,1,-0.714
35060129,Ontario,1001,1,-0.866,2,-0.385,2,-0.587,1,-0.905
35060132,Ontario,967,1,-0.994,4,0.443,2,-0.630,1,-1.046
35060133,Ontario,898,1,-1.174,4,0.272,3,-0.534,2,-0.584
35060134,Ontario,360,4,0.644,2,-0.506,4,-0.049,2,-0.454
35060135,Ontario,475,2,-0.574,5,0.744,3,-0.417,2,-0.461
35060137,Ontario,255,3,-0.516,3,-0.051,4,0.526,2,-0.635
35060138,Ontario,466,1,-1.349,5,1.432,3,-0.342,1,-0.697
35060139,Ontario,310,2,-0.790,5,1.915,2,-0.657,2,-0.675
35060140,Ontario,907,5,1.018,4,0.262,5,1.141,3,-0.152
35060141,Ontario,552,1,-0.888,3,0.011,3,-0.234,1,-0.690
35060143,Ontario,474,1,-1.049,5,0.792,3,-0.514,1,-0.974
35060144,Ontario,496,1,-0.862,4,0.642,3,-0.535,2,-0.620
35060145,Ontario,671,1,-1.021,5,0.735,3,-0.360,2,-0.599
35060146,Ontario,509,1,-0.815,5,1.473,4,-0.047,1,-1.452
35060147,Ontario,114,1,-1.264,5,1.954,4,-0.061,2,-0.462
35060148,Ontario,453,3,-0.469,5,0.657,1,-0.801,4,0.181
35060149,Ontario,947,3,-0.224,1,-0.840,3,-0.145,1,-0.720
35060150,Ontario,457,5,1.281,5,3.134,3,-0.189,2,-0.687
35060151,Ontario,630,3,-0.117,4,0.435,4,0.297,4,0.159
35060152,Ontario,299,4,0.363,2,-0.625,3,-0.249,3,-0.032
35060153,Ontario,1086,4,0.657,2,-0.322,5,0.786,3,-0.103
35060154,Ontario,383,2,-0.531,4,0.271,2,-0.616,1,-0.972
35060155,Ontario,600,1,-0.901,5,0.809,3,-0.485,2,-0.649
35060156,Ontario,915,5,0.787,5,0.791,4,-0.086,3,-0.173
35060157,Ontario,1344,4,-0.090,3,-0.017,4,-0.080,2,-0.517
35060159,Ontario,394,4,0.358,3,-0.013,5,1.689,5,1.005
35060163,Ontario,719,2,-0.726,4,0.143,4,0.108,2,-0.657
35060164,Ontario,397,3,-0.517,3,-0.120,1,-0.794,3,-0.297
35060165,Ontario,456,2,-0.553,5,1.308,3,-0.393,2,-0.658
35060166,Ontario,485,2,-0.552,5,0.671,3,-0.486,2,-0.545
35060167,Ontario,1291,2,-0.592,3,0.018,4,0.222,4,0.022
35060168,Ontario,632,1,-0.801,5,0.849,4,-0.121,2,-0.569
35060170,Ontario,982,5,1.860,5,3.456,3,-0.558,5,1.661
35060171,Ontario,772,5,0.902,4,0.315,5,1.001,5,1.510
35060172,Ontario,300,4,0.066,1,-0.879,4,0.488,2,-0.476
35060173,Ontario,392,5,2.459,1,-1.095,4,0.545,2,-0.371
35060178,Ontario,682,5,1.639,3,-0.114,4,0.536,5,1.012
35060179,Ontario,380,4,0.747,2,-0.463,3,-0.274,5,0.666
35060180,Ontario,340,4,0.250,5,0.915,3,-0.230,4,0.243
35060181,Ontario,266,3,-0.223,1,-1.435,3,-0.269,5,1.228
35060182,Ontario,556,4,0.699,2,-0.363,5,1.024,4,0.410
35060183,Ontario,517,5,2.809,5,2.785,4,0.273,5,0.903
35060184,Ontario,628,5,0.897,5,0.789,4,0.113,5,1.045
35060185,Ontario,483,5,1.459,3,-0.131,4,0.288,5,1.316
35060186,Ontario,754,4,0.626,4,0.291,4,0.079,4,0.451
35060187,Ontario,457,5,1.203,4,0.610,3,-0.414,5,0.920
35060188,Ontario,570,5,2.602,4,0.451,3,-0.449,4,0.214
35060189,Ontario,447,5,1.680,3,-0.170,4,0.276,5,2.159
35060192,Ontario,373,5,1.583,5,1.274,2,-0.641,5,1.032
35060194,Ontario,512,5,1.523,3,-0.228,4,-0.004,5,1.228
35060195,Ontario,432,5,2.021,4,0.097,4,0.162,5,2.005
35060196,Ontario,414,5,2.099,1,-0.988,3,-0.149,5,0.973
35060197,Ontario,1269,5,1.852,3,0.027,2,-0.580,1,-1.260
35060198,Ontario,447,5,1.776,3,-0.269,3,-0.184,5,1.565
35060199,Ontario,402,5,1.803,2,-0.762,3,-0.269,5,0.638
35060200,Ontario,405,5,1.768,1,-1.059,4,-0.081,5,0.691
35060201,Ontario,651,5,1.444,2,-0.597,3,-0.479,3,-0.277
35060202,Ontario,611,5,2.739,3,0.090,3,-0.249,5,1.674
35060205,Ontario,498,5,0.874,2,-0.457,1,-0.798,4,0.351
35060206,Ontario,487,5,1.097,3,-0.269,3,-0.351,5,0.547
35060207,Ontario,489,4,0.438,4,0.388,3,-0.457,3,-0.236
35060208,Ontario,558,5,2.492,5,1.297,4,0.658,5,1.471
35060209,Ontario,684,5,1.324,5,2.201,4,0.030,5,0.771
35060210,Ontario,421,5,2.039,3,0.015,4,-0.028,5,1.161
35060211,Ontario,463,3,-0.495,2,-0.538,2,-0.687,2,-0.509
35060213,Ontario,372,2,-0.660,2,-0.702,2,-0.683,1,-1.155
35060219,Ontario,795,5,0.924,4,0.441,3,-0.480,2,-0.647
35060220,Ontario,305,4,-0.057,5,2.122,2,-0.568,3,-0.225
35060221,Ontario,628,3,-0.285,1,-0.935,2,-0.693,1,-1.264
35060222,Ontario,513,3,-0.429,2,-0.338,3,-0.354,1,-0.807
35060223,Ontario,533,1,-0.852,3,-0.239,4,-0.123,1,-0.705
35060224,Ontario,459,2,-0.665,2,-0.328,2,-0.745,1,-1.054
35060225,Ontario,493,1,-0.970,5,0.893,3,-0.427,1,-1.176
35060226,Ontario,455,2,-0.787,3,0.025,2,-0.767,1,-0.879
35060227,Ontario,447,4,0.460,1,-0.907,4,0.276,3,-0.041
35060228,Ontario,463,4,0.744,2,-0.546,4,0.539,5,1.612
35060229,Ontario,421,5,0.768,2,-0.494,4,0.553,4,0.164
35060230,Ontario,401,5,0.876,1,-1.444,3,-0.512,1,-1.073
35060231,Ontario,654,5,1.459,1,-0.929,4,0.581,3,-0.080
35060232,Ontario,573,5,1.308,2,-0.558,4,-0.111,5,0.701
35060233,Ontario,764,5,1.980,5,4.801,4,0.028,4,0.404
35060234,Ontario,1409,5,2.655,3,-0.153,4,0.661,5,0.657
35060236,Ontario,952,5,1.293,5,3.279,2,-0.690,2,-0.625
35060237,Ontario,635,5,1.112,4,0.589,3,-0.203,5,1.321
35060243,Ontario,468,4,0.656,1,-0.958,3,-0.443,1,-1.239
35060246,Ontario,632,5,2.590,4,0.641,5,0.913,5,2.595
35060249,Ontario,561,5,2.219,1,-0.826,3,-0.421,3,-0.228
35060251,Ontario,412,5,3.081,3,-0.051,4,0.195,4,0.092
35060252,Ontario,624,5,2.186,1,-1.143,2,-0.669,2,-0.587
35060253,Ontario,97,5,1.668,1,-1.769,1,-0.933,2,-0.599
35060254,Ontario,503,5,3.063,2,-0.651,1,-0.811,1,-0.948
35060255,Ontario,537,5,1.880,4,0.278,4,-0.071,2,-0.586
35060264,Ontario,437,5,2.121,1,-1.762,3,-0.367,2,-0.389
35060267,Ontario,382,5,0.824,1,-0.805,3,-0.486,2,-0.650
35060280,Ontario,507,2,-0.737,3,0.029,2,-0.761,1,-1.230
35060282,Ontario,498,3,-0.319,2,-0.436,2,-0.732,1,-0.886
35060283,Ontario,434,1,-0.800,4,0.592,2,-0.603,2,-0.574
35060285,Ontario,435,1,-1.002,3,-0.267,1,-0.779,2,-0.410
35060286,Ontario,580,5,0.896,4,0.122,3,-0.317,4,0.099
35060287,Ontario,488,3,-0.119,2,-0.419,2,-0.653,1,-1.122
35060288,Ontario,476,4,0.044,1,-1.017,3,-0.498,1,-0.754
35060289,Ontario,581,4,0.309,1,-0.910,3,-0.369,2,-0.601
35060290,Ontario,499,4,0.487,1,-0.911,3,-0.345,1,-0.858
35060291,Ontario,588,2,-0.686,2,-0.469,3,-0.444,2,-0.391
35060292,Ontario,636,3,-0.135,1,-1.226,3,-0.418,1,-0.891
35060293,Ontario,583,4,0.495,2,-0.595,3,-0.518,2,-0.643
35060294,Ontario,656,3,-0.231,1,-0.941,3,-0.477,1,-0.705
35060295,Ontario,526,2,-0.693,4,0.498,2,-0.580,1,-0.998
35060296,Ontario,483,1,-0.827,1,-0.874,1,-0.823,2,-0.456
35060297,Ontario,559,5,1.959,1,-1.087,2,-0.630,3,-0.116
35060298,Ontario,453,2,-0.784,3,-0.170,4,-0.063,1,-0.719
35060300,Ontario,541,4,0.003,3,-0.130,2,-0.693,1,-1.203
35060301,Ontario,520,4,0.394,1,-0.920,3,-0.209,2,-0.615
35060305,Ontario,699,5,1.357,2,-0.669,4,0.052,1,-0.784
35060306,Ontario,542,5,0.827,1,-1.437,1,-0.939,1,-0.898
35060307,Ontario,622,5,2.011,4,0.130,1,-0.846,1,-0.930
35060308,Ontario,357,4,0.377,5,0.689,1,-0.828,2,-0.378
35060310,Ontario,586,4,0.632,1,-0.866,3,-0.223,1,-0.753
35060312,Ontario,581,3,-0.171,2,-0.733,2,-0.716,1,-0.731
35060313,Ontario,532,5,2.062,1,-0.785,2,-0.578,4,0.481
35060314,Ontario,533,5,1.882,1,-1.968,3,-0.141,3,-0.346
35060315,Ontario,360,5,2.379,2,-0.368,4,0.678,2,-0.561
35060324,Ontario,488,5,1.547,3,-0.210,2,-0.764,1,-0.798
35060325,Ontario,533,5,3.615,1,-1.240,4,-0.049,3,-0.231
35060327,Ontario,424,4,0.618,1,-0.817,1,-0.889,2,-0.686
35060329,Ontario,634,5,0.980,4,0.121,2,-0.621,1,-0.779
35060330,Ontario,615,5,1.479,1,-0.765,3,-0.325,1,-1.138
35060331,Ontario,450,5,3.020,1,-1.766,1,-0.995,1,-1.080
35060332,Ontario,343,5,3.448,1,-0.830,1,-0.865,2,-0.387
35060333,Ontario,503,5,2.875,5,1.722,2,-0.564,1,-0.824
35060334,Ontario,942,5,3.254,2,-0.344,2,-0.661,1,-0.934
35060336,Ontario,545,5,3.241,2,-0.411,4,0.400,4,0.073
35060337,Ontario,662,5,3.872,1,-1.160,2,-0.748,2,-0.541
35060338,Ontario,665,5,2.478,1,-2.097,3,-0.461,1,-1.559
35060339,Ontario,552,5,3.230,1,-1.762,2,-0.609,1,-0.708
35060343,Ontario,636,5,3.431,5,0.869,4,0.233,5,1.120
35060345,Ontario,465,5,1.812,1,-1.534,3,-0.435,3,-0.067
35060346,Ontario,424,5,2.424,1,-1.135,2,-0.645,3,-0.263
35060347,Ontario,391,5,1.762,1,-1.702,3,-0.498,4,0.008
35060348,Ontario,406,5,1.621,1,-0.860,5,1.335,5,1.098
35060353,Ontario,450,5,1.771,4,0.465,4,0.274,5,0.934
35060354,Ontario,513,5,1.124,3,-0.228,1,-0.914,2,-0.410
35060360,Ontario,246,5,3.500,1,-1.181,3,-0.473,3,-0.159
35060361,Ontario,571,5,3.067,2,-0.328,5,1.045,5,0.915
35060364,Ontario,526,5,2.887,1,-1.067,5,1.018,4,0.091
35060366,Ontario,639,4,-0.037,1,-1.022,2,-0.685,2,-0.635
35060367,Ontario,565,5,1.746,1,-1.375,3,-0.273,3,-0.313
35060368,Ontario,581,5,1.674,1,-1.325,4,-0.087,4,0.131
35060371,Ontario,449,4,0.138,1,-1.286,3,-0.461,4,0.075
35060373,Ontario,496,3,-0.366,2,-0.648,4,-0.082,2,-0.604
35060375,Ontario,382,4,0.050,5,1.663,1,-0.870,1,-0.766
35060379,Ontario,572,2,-0.628,1,-1.312,2,-0.767,1,-0.740
35060380,Ontario,606,4,0.026,1,-1.677,1,-0.843,1,-0.805
35060381,Ontario,441,5,1.844,1,-1.204,2,-0.730,2,-0.689
35060382,Ontario,480,5,2.677,4,0.103,3,-0.243,4,0.428
35060383,Ontario,778,5,1.901,2,-0.565,2,-0.628,1,-1.145
35060384,Ontario,516,5,2.102,1,-0.883,3,-0.531,3,-0.123
35060385,Ontario,598,5,2.179,1,-1.299,4,-0.129,1,-1.023
35060386,Ontario,448,5,2.405,2,-0.586,4,0.001,5,0.713
35060387,Ontario,406,5,2.112,3,-0.205,4,0.557,3,-0.263
35060388,Ontario,278,5,2.157,4,0.343,3,-0.390,1,-1.413
35060389,Ontario,458,5,3.307,3,0.068,3,-0.436,2,-0.611
35060390,Ontario,531,5,1.257,1,-1.505,1,-0.978,3,-0.066
35060391,Ontario,519,5,2.239,5,2.112,4,0.198,5,0.541
35060392,Ontario,602,5,1.748,1,-1.572,2,-0.703,2,-0.578
35060393,Ontario,734,5,1.691,1,-1.132,1,-0.847,3,-0.248
35060394,Ontario,395,5,2.653,1,-0.881,4,0.075,4,0.222
35060395,Ontario,523,5,1.843,2,-0.744,3,-0.461,2,-0.526
35060396,Ontario,592,5,1.139,1,-0.900,4,0.455,2,-0.445
35060397,Ontario,426,5,1.404,2,-0.719,1,-0.809,2,-0.422
35060399,Ontario,592,5,2.377,1,-1.682,3,-0.343,1,-1.180
35060400,Ontario,162,5,3.608,1,-1.542,2,-0.634,4,0.474
35060401,Ontario,657,5,3.159,1,-1.504,4,0.064,1,-0.872
35060402,Ontario,548,5,2.420,1,-1.361,2,-0.622,1,-1.119
35060403,Ontario,654,5,1.798,5,0.964,3,-0.342,2,-0.566
35060404,Ontario,637,5,2.440,3,-0.057,4,0.304,3,-0.347
35060405,Ontario,830,5,1.708,1,-1.382,4,-0.077,1,-0.731
35060406,Ontario,843,5,2.745,1,-1.222,4,-0.091,1,-0.961
35060407,Ontario,774,5,2.698,1,-0.926,3,-0.194,1,-1.307
35060408,Ontario,748,5,2.351,2,-0.657,3,-0.530,1,-0.988
35060412,Ontario,603,4,0.303,1,-1.156,1,-0.860,1,-0.852
35060413,Ontario,722,2,-0.733,4,0.163,2,-0.702,1,-0.723
35060417,Ontario,890,5,2.337,5,1.250,3,-0.304,3,-0.192
35060419,Ontario,259,3,-0.281,3,0.005,2,-0.711,2,-0.519
35060434,Ontario,415,1,-0.857,1,-0.934,1,-0.842,1,-0.884
35060435,Ontario,540,1,-1.097,2,-0.333,2,-0.729,2,-0.672
35060436,Ontario,379,1,-0.923,1,-0.766,1,-0.889,2,-0.383
35060437,Ontario,490,1,-1.133,3,-0.039,2,-0.733,1,-0.857
35060438,Ontario,610,3,-0.364,4,0.430,3,-0.487,1,-0.779
35060439,Ontario,477,2,-0.647,3,-0.013,2,-0.762,1,-0.719
35060440,Ontario,421,4,0.003,5,1.130,4,0.152,4,0.085
35060443,Ontario,374,3,-0.448,4,0.635,3,-0.285,3,-0.058
35060444,Ontario,398,3,-0.335,3,0.041,4,0.356,2,-0.665
35060445,Ontario,471,3,-0.470,3,-0.134,2,-0.593,2,-0.672
35060446,Ontario,486,2,-0.733,3,-0.004,2,-0.591,2,-0.577
35060447,Ontario,514,3,-0.381,2,-0.330,3,-0.484,2,-0.586
35060448,Ontario,614,2,-0.557,3,-0.089,2,-0.617,2,-0.486
35060449,Ontario,471,3,-0.467,5,0.941,3,-0.425,3,-0.146
35060450,Ontario,509,2,-0.684,3,-0.089,2,-0.631,1,-0.708
35060451,Ontario,424,3,-0.376,5,0.717,3,-0.441,2,-0.457
35060452,Ontario,526,4,0.592,4,0.225,4,0.361,4,0.110
35060455,Ontario,392,3,-0.461,5,1.459,3,-0.362,3,-0.138
35060456,Ontario,335,2,-0.725,2,-0.601,4,-0.045,2,-0.415
35060457,Ontario,452,2,-0.552,1,-0.947,3,-0.215,2,-0.515
35060458,Ontario,516,1,-0.843,5,0.649,4,-0.002,2,-0.505
35060459,Ontario,427,2,-0.593,4,0.477,3,-0.527,3,-0.004
35060460,Ontario,611,3,-0.380,4,0.101,4,0.101,3,-0.230
35060461,Ontario,390,4,0.668,5,0.943,4,-0.077,3,-0.092
35060462,Ontario,536,2,-0.616,5,0.866,4,0.030,3,-0.097
35060463,Ontario,407,3,-0.194,4,0.146,3,-0.545,3,-0.075
35060464,Ontario,539,2,-0.621,4,0.368,4,-0.018,3,-0.127
35060465,Ontario,444,2,-0.571,4,0.151,4,-0.116,3,-0.295
35060466,Ontario,279,3,-0.164,5,2.099,3,-0.397,3,-0.283
35060467,Ontario,550,3,-0.517,4,0.552,3,-0.555,3,-0.183
35060468,Ontario,788,5,1.090,2,-0.722,4,-0.072,4,0.084
35060469,Ontario,788,5,3.309,1,-1.641,5,1.234,3,-0.188
35060471,Ontario,661,1,-1.031,4,0.169,3,-0.428,2,-0.662
35060474,Ontario,512,2,-0.602,3,-0.011,3,-0.334,1,-0.716
35060475,Ontario,393,3,-0.187,5,0.889,4,0.188,3,-0.252
35060476,Ontario,648,5,2.679,1,-1.267,4,0.519,3,-0.102
35060479,Ontario,865,4,0.705,3,0.038,5,1.224,5,0.676
35060480,Ontario,439,4,0.476,3,-0.239,4,-0.045,5,0.693
35060481,Ontario,616,2,-0.771,2,-0.619,3,-0.499,1,-1.021
35060482,Ontario,453,3,-0.459,3,-0.035,2,-0.669,1,-0.798
35060483,Ontario,228,5,2.828,1,-2.353,4,0.212,1,-0.920
35060484,Ontario,505,5,1.787,1,-1.163,4,-0.139,3,-0.108
35060485,Ontario,247,1,-1.054,2,-0.432,3,-0.249,1,-0.981
35060486,Ontario,1440,4,0.439,1,-1.088,4,0.228,1,-1.008
35060488,Ontario,967,3,-0.485,4,0.102,4,0.359,1,-0.698
35060491,Ontario,373,1,-0.871,2,-0.615,4,0.299,1,-0.848
35060492,Ontario,500,1,-0.869,2,-0.720,3,-0.451,1,-0.914
35060493,Ontario,736,1,-1.282,2,-0.610,4,0.137,1,-1.216
35060494,Ontario,419,1,-0.919,5,0.813,4,0.359,1,-0.709
35060495,Ontario,1216,5,1.254,3,-0.240,5,0.959,4,0.066
35060496,Ontario,897,1,-0.975,3,-0.311,4,0.120,1,-0.775
35060497,Ontario,539,1,-0.855,4,0.334,3,-0.298,2,-0.440
35060498,Ontario,384,2,-0.559,5,1.436,2,-0.766,2,-0.598
35060499,Ontario,494,4,-0.098,3,-0.067,4,0.365,2,-0.402
35060500,Ontario,459,3,-0.132,4,0.512,4,0.129,3,0.002
35060501,Ontario,318,5,0.879,1,-0.957,4,0.077,5,1.455
35060502,Ontario,414,4,0.756,3,-0.300,4,0.535,5,1.834
35060503,Ontario,698,4,0.636,2,-0.526,5,1.019,4,0.446
35060504,Ontario,331,3,-0.308,1,-1.133,4,0.478,3,-0.357
35060505,Ontario,564,5,0.849,1,-1.107,3,-0.171,4,0.526
35060506,Ontario,487,4,0.340,2,-0.406,4,0.399,3,-0.131
35060507,Ontario,368,4,0.656,1,-0.878,4,0.699,3,0.001
35060508,Ontario,377,1,-0.925,3,-0.109,3,-0.551,1,-0.800
35060509,Ontario,443,4,-0.099,2,-0.389,3,-0.252,2,-0.507
35060510,Ontario,757,5,1.021,3,0.069,4,-0.126,2,-0.597
35060511,Ontario,1152,3,-0.144,3,-0.226,4,0.302,3,-0.270
35060512,Ontario,455,4,0.219,2,-0.326,3,-0.302,4,0.313
35060513,Ontario,631,2,-0.526,4,0.183,3,-0.368,2,-0.386
35060514,Ontario,785,5,2.520,5,0.920,4,0.281,2,-0.456
35060515,Ontario,1034,5,1.693,5,2.736,3,-0.351,2,-0.638
35060516,Ontario,265,1,-0.957,4,0.469,3,-0.154,1,-0.833
35060517,Ontario,398,1,-1.049,4,0.385,3,-0.543,1,-0.696
35060518,Ontario,441,4,0.700,5,3.849,4,0.102,3,-0.137
35060519,Ontario,364,3,-0.256,2,-0.625,4,0.172,3,-0.164
35060520,Ontario,413,1,-0.801,1,-0.769,4,0.058,1,-0.829
35060521,Ontario,669,3,-0.439,3,-0.177,4,0.056,2,-0.520
